"abd","C.ach","C.akw","C.ata","C.kma","C.oro","C.pad","C.paj","C.pal","age","fthr.ed","mthr.ed","orphan96","fthr.frm","hh.size96","educ"
0,0,0,1,0,0,0,0,0,25,4,0,0,1,4,7
1,0,0,1,0,0,0,0,0,14,7,7,0,1,7,5
1,0,0,0,0,0,0,1,0,15,7,10,1,1,5,7
1,0,0,0,0,0,0,1,0,16,4,4,0,1,10,7
1,0,0,0,0,0,0,1,0,24,4,0,0,1,7,9
1,0,0,0,0,0,0,1,0,15,4,4,0,1,6,4
1,0,0,0,0,0,0,1,0,19,4,0,0,1,10,10
1,0,0,0,0,0,0,1,0,24,4,0,0,1,7,12
1,0,0,0,0,0,0,1,0,22,10,10,0,1,3,7
0,0,0,0,0,0,0,1,0,15,4,4,0,1,10,6
1,0,0,0,0,0,0,1,0,14,7,4,0,1,5,5
1,0,0,0,0,0,0,1,0,18,4,4,0,1,7,10
1,0,0,0,0,0,0,1,0,15,15,0,0,1,5,8
0,0,0,0,0,0,0,1,0,14,7,0,0,1,6,5
1,0,0,0,0,0,0,1,0,15,10,7,0,1,5,7
0,0,0,0,0,0,0,1,0,18,4,0,0,1,8,10
0,0,0,0,0,0,0,1,0,14,4,4,0,1,5,4
1,0,0,0,0,0,0,1,0,18,7,7,0,1,6,9
0,0,0,0,0,0,0,1,0,14,0,0,0,1,5,7
1,0,1,0,0,0,0,0,0,17,0,0,0,1,18,10
0,0,1,0,0,0,0,0,0,14,4,4,1,1,18,5
0,0,1,0,0,0,0,0,0,20,7,0,0,1,5,6
1,0,0,1,0,0,0,0,0,28,7,0,0,1,7,6
0,0,0,1,0,0,0,0,0,14,0,7,0,0,7,4
1,0,0,1,0,0,0,0,0,18,0,7,0,0,7,10
0,0,0,1,0,0,0,0,0,14,7,0,0,1,5,6
0,0,0,1,0,0,0,0,0,15,4,0,0,1,3,5
1,0,0,1,0,0,0,0,0,18,0,0,0,1,5,7
0,0,0,1,0,0,0,0,0,15,7,0,0,1,5,5
1,0,0,1,0,0,0,0,0,19,4,4,0,1,7,10
1,0,0,1,0,0,0,0,0,30,4,0,0,1,5,6
0,0,0,1,0,0,0,0,0,14,0,0,0,1,7,4
0,0,0,1,0,0,0,0,0,25,0,0,0,1,7,0
1,0,0,1,0,0,0,0,0,14,0,0,0,1,12,6
1,0,0,1,0,0,0,0,0,28,7,4,0,1,12,5
0,0,0,1,0,0,0,0,0,17,4,0,0,1,12,7
0,0,0,1,0,0,0,0,0,15,12,4,0,1,12,6
1,0,0,1,0,0,0,0,0,23,4,0,0,1,4,3
0,0,0,1,0,0,0,0,0,16,4,4,0,1,12,7
1,0,0,1,0,0,0,0,0,25,7,0,0,1,6,11
0,0,0,1,0,0,0,0,0,15,4,0,1,1,7,4
1,0,0,1,0,0,0,0,0,30,12,0,0,1,6,7
1,0,0,1,0,0,0,0,0,26,7,10,0,1,3,4
1,0,0,1,0,0,0,0,0,17,0,0,0,1,6,9
1,0,0,1,0,0,0,0,0,20,4,0,0,1,5,4
1,0,0,1,0,0,0,0,0,18,4,0,0,1,5,7
1,0,0,1,0,0,0,0,0,15,10,0,0,1,8,6
0,0,0,1,0,0,0,0,0,18,4,4,0,1,8,4
0,0,0,1,0,0,0,0,0,14,7,0,0,1,3,6
0,0,0,1,0,0,0,0,0,14,7,4,0,1,7,7
0,0,0,1,0,0,0,0,0,16,7,4,0,1,7,7
1,0,0,1,0,0,0,0,0,25,7,0,0,1,7,4
0,0,0,1,0,0,0,0,0,30,15,15,0,1,7,13
1,0,0,1,0,0,0,0,0,20,4,0,0,1,4,3
0,0,0,1,0,0,0,0,0,25,0,0,0,1,4,8
1,0,0,1,0,0,0,0,0,28,4,0,0,1,6,2
0,0,0,1,0,0,0,0,0,14,4,0,0,1,6,5
0,0,0,1,0,0,0,0,0,19,0,0,0,1,4,2
0,0,0,1,0,0,0,0,0,14,4,7,0,1,3,7
1,0,0,1,0,0,0,0,0,15,7,0,0,1,5,4
0,0,0,1,0,0,0,0,0,28,10,4,0,1,8,10
1,0,0,1,0,0,0,0,0,20,4,0,0,1,5,7
1,0,0,1,0,0,0,0,0,21,7,0,0,1,8,3
0,0,0,1,0,0,0,0,0,17,0,0,0,1,8,7
1,0,0,1,0,0,0,0,0,28,4,0,0,1,6,4
1,0,0,1,0,0,0,0,0,19,0,0,0,1,7,11
0,0,0,1,0,0,0,0,0,30,4,0,0,1,6,7
0,0,0,1,0,0,0,0,0,19,0,0,0,1,6,7
1,0,0,0,0,1,0,0,0,27,4,0,0,1,13,7
1,0,0,0,0,1,0,0,0,25,4,4,0,1,13,6
0,0,0,0,0,1,0,0,0,20,10,4,0,1,13,8
0,0,0,0,0,1,0,0,0,28,12,0,0,1,10,7
0,0,0,0,0,1,0,0,0,23,7,4,0,1,5,13
1,0,0,0,0,1,0,0,0,29,7,4,0,1,4,7
1,0,0,0,1,0,0,0,0,15,4,4,0,1,8,5
1,0,0,0,1,0,0,0,0,22,4,4,0,1,15,5
0,0,0,0,1,0,0,0,0,18,7,4,0,1,15,13
1,0,0,0,1,0,0,0,0,30,10,4,0,1,15,7
1,0,0,0,1,0,0,0,0,29,4,4,0,0,4,10
1,0,0,0,1,0,0,0,0,21,10,7,0,1,10,8
0,0,0,0,1,0,0,0,0,18,12,10,0,0,7,10
1,0,0,0,1,0,0,0,0,25,10,4,0,1,19,6
0,0,0,0,1,0,0,0,0,14,4,4,1,1,5,5
0,0,0,0,1,0,0,0,0,17,7,0,0,1,6,6
0,0,0,0,1,0,0,0,0,17,4,0,0,0,13,10
0,0,0,0,1,0,0,0,0,19,10,0,0,1,8,2
1,0,0,0,1,0,0,0,0,29,10,4,0,1,6,3
1,0,0,0,0,0,0,0,1,22,7,0,0,1,14,6
1,0,0,0,0,0,0,0,1,25,10,4,0,1,14,7
0,0,0,0,0,0,0,0,1,17,0,0,0,1,2,10
0,0,0,0,0,0,0,0,1,28,4,0,0,1,8,6
0,0,0,0,0,0,0,0,1,19,10,0,0,1,7,13
0,0,0,0,0,0,0,0,1,14,12,7,0,1,7,4
1,0,0,0,0,0,0,0,1,16,7,4,0,1,5,9
0,0,0,0,0,0,0,0,1,20,7,4,0,1,8,10
0,0,0,0,0,0,0,0,1,20,4,0,0,1,10,6
1,0,0,0,0,0,0,0,1,15,4,0,0,1,10,6
1,0,0,0,0,0,0,0,1,26,4,0,0,1,11,7
1,0,0,0,0,0,0,0,1,17,4,4,0,1,11,10
0,0,0,0,0,0,0,0,1,14,7,4,0,1,7,5
0,0,0,0,0,0,0,0,1,19,7,0,0,0,7,11
1,0,0,0,0,0,0,0,1,20,7,7,1,0,7,13
0,0,0,0,0,0,0,0,1,22,7,0,0,1,8,11
1,0,0,0,0,0,0,0,1,25,4,0,0,1,8,6
1,0,0,0,0,0,0,0,1,15,7,0,0,0,3,5
0,0,0,0,0,0,0,0,1,20,4,0,1,1,5,9
1,0,0,0,0,0,0,0,1,26,0,0,0,1,7,0
1,1,0,0,0,0,0,0,0,18,7,0,0,1,15,10
1,1,0,0,0,0,0,0,0,18,12,0,0,1,4,12
0,1,0,0,0,0,0,0,0,30,4,4,0,1,2,10
1,1,0,0,0,0,0,0,0,20,12,0,0,1,9,7
0,1,0,0,0,0,0,0,0,17,4,4,0,1,5,9
0,1,0,0,0,0,0,0,0,23,4,0,0,1,5,4
1,1,0,0,0,0,0,0,0,27,10,0,0,1,13,5
1,1,0,0,0,0,0,0,0,18,10,10,0,1,10,11
1,1,0,0,0,0,0,0,0,19,0,0,0,1,4,9
1,1,0,0,0,0,0,0,0,30,10,0,1,1,10,6
0,1,0,0,0,0,0,0,0,14,4,4,0,1,8,5
1,1,0,0,0,0,0,0,0,14,4,4,0,1,4,5
0,1,0,0,0,0,0,0,0,16,7,4,0,1,14,6
0,1,0,0,0,0,0,0,0,15,10,7,0,1,19,9
1,1,0,0,0,0,0,0,0,23,4,0,0,1,15,13
1,1,0,0,0,0,0,0,0,25,7,0,0,1,8,7
1,1,0,0,0,0,0,0,0,22,4,4,0,1,8,8
1,1,0,0,0,0,0,0,0,30,4,0,0,1,4,2
0,1,0,0,0,0,0,0,0,28,10,0,0,1,5,5
1,1,0,0,0,0,0,0,0,14,4,0,0,1,4,5
1,1,0,0,0,0,0,0,0,28,4,4,0,1,5,7
1,1,0,0,0,0,0,0,0,16,4,0,0,1,7,5
1,1,0,0,0,0,0,0,0,30,4,0,0,1,5,3
1,1,0,0,0,0,0,0,0,15,4,0,0,1,6,7
1,1,0,0,0,0,0,0,0,27,4,0,0,1,4,7
0,1,0,0,0,0,0,0,0,21,4,0,0,1,5,5
0,1,0,0,0,0,0,0,0,16,7,0,0,1,13,10
1,0,0,0,1,0,0,0,0,22,4,0,0,0,5,7
1,0,0,0,1,0,0,0,0,25,10,4,1,1,8,9
1,0,0,0,1,0,0,0,0,26,7,4,0,1,11.10027409,10
0,0,0,0,0,0,0,0,1,23,12,0,0,1,7,2
1,0,0,0,0,0,0,0,1,22,4,0,0,1,7,7
1,0,0,0,0,0,0,0,1,28,4,0,0,1,8,11
0,0,0,0,0,0,0,0,1,19,4,0,0,1,14,10
1,0,0,0,0,0,0,0,1,18,4,0,0,1,3,9
1,0,0,0,0,0,0,0,1,16,7,0,0,1,11,7
1,0,0,0,0,0,0,0,1,24,7,0,0,1,11,4
0,0,0,0,0,0,0,0,1,14,10,10,0,1,12,6
0,0,0,0,0,0,0,0,1,26,10,4,0,1,6,13
1,0,0,0,0,0,0,0,1,22,15,4,0,1,6,13
0,0,0,0,0,0,0,0,1,18,4,4,0,1,14,10
0,0,0,0,0,0,0,0,1,17,4,0,0,0,7,11
0,0,0,0,0,0,0,1,0,17,4,4,0,1,12,10
1,0,0,0,0,0,0,1,0,26,4,0,0,1,20,11
1,0,0,0,0,0,0,1,0,14,4,4,0,1,7,6
1,0,0,0,0,0,0,1,0,17,10,0,0,1,3,7
1,0,0,0,0,1,0,0,0,19,4,4,0,1,8,5
1,0,0,0,0,1,0,0,0,24,10,4,0,1,10,7
0,1,0,0,0,0,0,0,0,28,4,0,0,1,8,3
1,1,0,0,0,0,0,0,0,17,0,4,0,1,9,5
0,1,0,0,0,0,0,0,0,21,12,4,1,1,4,10
1,0,1,0,0,0,0,0,0,17,0,0,0,1,20,5
0,0,1,0,0,0,0,0,0,24,7,4,0,1,16,9
0,0,1,0,0,0,0,0,0,15,0,0,0,1,8,7
0,0,1,0,0,0,0,0,0,16,4,0,0,1,6,6
1,0,1,0,0,0,0,0,0,20,10,10,0,1,7,7
0,0,1,0,0,0,0,0,0,20,0,0,0,1,18,1
0,0,1,0,0,0,0,0,0,18,15,0,0,1,6,13
0,0,1,0,0,0,0,0,0,20,4,0,0,1,6,11
1,0,1,0,0,0,0,0,0,18,4,0,0,1,11,4
1,0,1,0,0,0,0,0,0,16,10,0,0,1,6,10
1,0,1,0,0,0,0,0,0,25,4,7,0,1,12,7
1,0,0,0,1,0,0,0,0,15,12,7,0,1,7,10
1,0,0,0,1,0,0,0,0,18,7,4,0,1,7,10
1,0,0,0,1,0,0,0,0,22,4,0,0,1,11,13
0,0,0,0,1,0,0,0,0,28,10,15,0,0,9,14
0,0,0,0,1,0,0,0,0,26,4,0,0,1,12,14
0,0,0,0,1,0,0,0,0,16,12,7,0,0,14,7
0,0,0,0,0,1,0,0,0,22,4,4,0,1,8,9
0,0,0,1,0,0,0,0,0,16,7,4,0,1,7,7
1,0,0,1,0,0,0,0,0,24,0,0,0,1,8,2
1,0,0,1,0,0,0,0,0,22,4,0,0,1,10,4
1,0,0,1,0,0,0,0,0,18,7,4,0,1,4,13
1,1,0,0,0,0,0,0,0,30,10,0,0,0,11,8
1,0,0,0,0,0,0,1,0,23,7,4,0,1,8,9
1,0,0,0,0,0,0,1,0,24,10,0,0,1,5,6
1,0,0,0,0,0,0,0,1,19,10,7,0,1,11,10
0,0,0,0,0,0,0,0,1,21,7,7,0,1,9,13
1,0,0,0,0,0,0,0,1,25,4,0,0,1,8.707444191,11
1,0,0,0,0,0,1,0,0,20,4,0,0,1,9,4
0,0,0,0,0,0,1,0,0,14,7,4,0,1,14,6
1,0,0,0,0,0,1,0,0,14,10,4,0,0,15,5
0,0,0,0,0,1,0,0,0,28,7,0,0,1,7,8
1,0,0,0,0,1,0,0,0,20,7,4,0,1,7,6
0,0,0,0,0,1,0,0,0,30,4,0,0,1,7,7
1,0,0,0,0,1,0,0,0,24,4,0,1,0,7,6
1,0,0,0,0,0,0,0,1,17,7,0,0,1,9,8
0,0,0,0,0,0,0,0,1,28,10,0,0,1,9,7
1,0,0,0,0,0,0,0,1,24,7,0,0,1,9,8
1,0,0,0,0,0,0,0,1,27,4,0,0,1,13,15
1,0,0,0,0,0,0,1,0,15,7,4,0,1,10,4
1,0,0,0,0,0,0,1,0,21,10,4,0,1,5,6
1,0,0,0,0,0,0,1,0,16,4,4,0,1,9,7
1,0,0,0,0,0,0,1,0,28,4,0,0,1,20,7
0,0,0,0,0,1,0,0,0,21,7,4,0,1,13,7
0,0,0,0,0,1,0,0,0,16,4,10,0,1,9,11
1,1,0,0,0,0,0,0,0,19,12,7,0,1,7,5
0,1,0,0,0,0,0,0,0,29,4,0,0,1,2,4
1,1,0,0,0,0,0,0,0,15,15,4,0,1,4,7
0,1,0,0,0,0,0,0,0,30,4,0,0,1,2,5
0,1,0,0,0,0,0,0,0,18,10,4,0,1,9,10
0,1,0,0,0,0,0,0,0,27,4,4,0,1,12,6
0,1,0,0,0,0,0,0,0,26,7,10,1,1,15,16
1,1,0,0,0,0,0,0,0,30,4,0,0,1,7,4
1,1,0,0,0,0,0,0,0,25,4,0,0,1,7,3
0,1,0,0,0,0,0,0,0,25,10,0,0,1,13,7
0,1,0,0,0,0,0,0,0,26,10,0,0,1,13,5
0,1,0,0,0,0,0,0,0,15,7,4,0,1,9,6
0,0,0,0,0,1,0,0,0,14,4,0,0,1,8,3
1,0,0,0,1,0,0,0,0,20,12,4,0,0,9,6
1,0,0,0,1,0,0,0,0,21,12,4,0,1,8,7
0,0,0,0,1,0,0,0,0,22,4,0,0,1,14,7
0,0,0,0,1,0,0,0,0,23,10,12,0,0,9,8
1,0,1,0,0,0,0,0,0,23,7,0,0,1,7,3
1,1,0,0,0,0,0,0,0,14,7,4,0,1,8,5
0,0,0,0,0,1,0,0,0,28,0,0,0,1,2,0
1,0,0,0,0,1,0,0,0,27,4,0,0,1,5,4
0,0,0,0,0,1,0,0,0,18,4,0,0,1,8,9
1,0,0,0,0,1,0,0,0,15,0,0,0,1,18,3
0,0,0,0,0,1,0,0,0,22,4,0,0,1,6,10
0,0,0,0,0,1,0,0,0,28,7,0,0,0,7,4
0,0,0,0,0,1,0,0,0,15,10,10,0,1,9,7
1,0,0,0,0,1,0,0,0,14,4,0,0,0,8,3
1,0,1,0,0,0,0,0,0,28,10,4,0,1,7,13
1,0,0,0,1,0,0,0,0,24,0,0,1,1,5,7
1,0,0,0,1,0,0,0,0,24,12,0,0,1,7,12
0,0,0,0,0,1,0,0,0,14,0,0,1,1,14,5
0,0,0,0,0,1,0,0,0,19,7,0,0,0,8,7
0,0,0,1,0,0,0,0,0,28,10,7,0,1,6,13
0,0,0,1,0,0,0,0,0,18,7,4,0,1,9,3
1,0,0,1,0,0,0,0,0,20,0,4,0,1,4,6
0,0,0,1,0,0,0,0,0,19,10,7,0,1,5,11
1,0,0,1,0,0,0,0,0,21,12,4,1,0,6,6
1,0,0,1,0,0,0,0,0,27,4,0,0,1,4,6
0,0,0,1,0,0,0,0,0,20,10,10,1,1,3,7
0,0,0,1,0,0,0,0,0,25,4,0,1,1,8,10
0,0,0,1,0,0,0,0,0,26,7,0,0,1,9,13
0,0,0,1,0,0,0,0,0,15,12,4,0,1,4,5
0,0,0,0,1,0,0,0,0,26,7,4,1,0,15,11
1,0,0,0,1,0,0,0,0,23,7,4,0,1,7,7
0,0,0,0,1,0,0,0,0,30,0,0,1,1,5,3
1,0,0,0,1,0,0,0,0,23,7,4,0,1,8,3
1,0,0,0,1,0,0,0,0,27,4,4,0,1,9,7
0,0,0,0,1,0,0,0,0,14,4,0,0,1,8,5
0,0,0,0,1,0,0,0,0,14,4,4,0,1,9,7
0,0,0,0,1,0,0,0,0,14,7,4,1,1,6,7
0,0,0,0,1,0,0,0,0,22,7,4,0,1,12,11
0,0,0,0,0,0,1,0,0,15,10,4,0,1,28,5
1,0,0,0,0,0,1,0,0,25,4,0,0,1,7,6
1,0,1,0,0,0,0,0,0,25,4,0,0,0,19,9
1,0,1,0,0,0,0,0,0,15,4,0,1,1,18,7
1,0,1,0,0,0,0,0,0,16,7,4,1,1,14,7
0,0,1,0,0,0,0,0,0,28,15,12,0,1,13,15
0,0,1,0,0,0,0,0,0,15,7,4,0,0,9,7
1,0,1,0,0,0,0,0,0,23,4,4,0,1,20,8
1,0,1,0,0,0,0,0,0,26,10,0,0,0,19,15
1,0,1,0,0,0,0,0,0,15,4,0,0,1,7,7
1,0,1,0,0,0,0,0,0,17,4,4,0,0,14,5
0,1,0,0,0,0,0,0,0,19,4,4,0,1,6,10
0,1,0,0,0,0,0,0,0,25,7,4,0,1,3,2
1,1,0,0,0,0,0,0,0,28,4,4,0,1,8,5
1,0,0,0,0,1,0,0,0,18,10,4,0,0,8,13
1,0,0,0,0,0,0,0,1,22,4,4,0,1,13,10
1,0,0,0,0,0,0,0,1,22,0,0,0,1,6,5
0,0,0,0,0,0,0,0,1,22,7,4,0,1,6,10
1,0,0,1,0,0,0,0,0,16,10,4,0,1,7,6
1,0,0,1,0,0,0,0,0,19,7,7,0,1,11,4
0,0,0,0,0,0,1,0,0,24,10,0,0,1,28,10
0,0,0,0,0,1,0,0,0,30,10,4,0,1,15,7
0,0,0,0,1,0,0,0,0,28,10,0,0,0,14,16
0,0,0,0,0,0,0,1,0,27,10,0,0,1,6,10
1,0,0,0,0,0,0,1,0,20,7,0,0,1,6,2
1,0,0,0,0,0,1,0,0,19,7,0,1,1,5,10
0,0,0,0,0,0,1,0,0,20,4,0,0,1,8,6
1,0,0,0,0,0,1,0,0,20,10,10,0,1,14,7
1,0,0,0,0,0,1,0,0,28,10,4,0,1,9,11
1,0,0,0,0,0,1,0,0,21,10,10,0,1,11,13
0,0,0,0,0,0,1,0,0,25,10,0,0,1,8,10
0,0,0,0,0,0,1,0,0,15,4,4,0,1,8,8
0,0,0,0,0,0,1,0,0,17,7,4,0,1,6,6
0,0,0,0,0,0,1,0,0,26,7,4,0,1,18,13
0,0,0,0,0,0,1,0,0,15,10,0,0,1,6,5
0,0,0,0,0,0,0,1,0,20,4,0,0,1,4,6
1,0,0,0,0,0,0,1,0,26,4,4,0,1,7,5
0,0,0,0,0,0,0,1,0,15,10,4,0,1,9,5
0,0,0,0,0,0,0,1,0,14,7,4,0,1,5,5
0,0,0,0,0,0,0,1,0,17,10,0,0,1,7,10
0,0,0,0,0,0,0,1,0,28,7,0,0,1,7,7
1,0,0,0,0,0,0,1,0,19,7,0,1,1,8,7
0,0,0,0,0,0,0,1,0,18,7,4,0,1,5,8
0,0,0,0,0,0,0,1,0,20,7,4,0,1,10,7
1,0,0,0,0,0,0,1,0,21,10,0,0,0,8,9
1,0,0,0,0,0,0,1,0,25,4,0,0,1,8,4
0,0,0,0,0,0,0,1,0,14,10,0,0,1,5,8
1,0,0,0,0,0,0,1,0,18,7,4,0,1,7,3
0,0,0,0,0,0,0,1,0,20,4,0,0,1,12,7
0,0,0,0,0,0,0,1,0,30,4,0,1,0,8,9
1,0,0,0,0,0,0,1,0,17,4,10,0,1,7,5
0,0,0,0,0,0,0,1,0,18,15,0,0,0,3,7
1,0,0,0,0,0,0,1,0,16,4,0,0,1,10,9
0,0,0,0,0,0,0,1,0,23,10,0,0,1,9,13
1,0,0,0,0,0,0,1,0,18,15,10,0,0,8,9
1,0,0,0,0,0,1,0,0,22,12,0,0,0,15,10
1,0,0,0,0,0,1,0,0,28,7,0,0,1,5,6
1,0,0,0,0,0,1,0,0,22,15,7,0,0,5,13
0,0,0,0,0,0,1,0,0,17,10,0,0,1,8,9
0,0,0,0,0,0,1,0,0,21,10,0,0,0,7,11
1,0,0,0,0,0,1,0,0,20,10,0,0,1,4,8
1,0,0,0,0,0,1,0,0,25,0,0,0,1,5,3
1,0,0,0,0,0,1,0,0,17,4,4,0,1,8,2
0,0,0,0,0,0,1,0,0,17,10,4,0,1,9,7
1,0,0,0,0,0,1,0,0,30,0,0,0,1,3,5
0,0,0,0,0,0,1,0,0,14,4,4,0,1,7,4
1,0,0,0,0,0,1,0,0,30,10,0,0,1,4,5
0,0,0,0,0,0,1,0,0,17,7,4,0,1,13,7
0,0,0,0,0,0,1,0,0,16,10,4,0,1,28,6
0,0,0,0,0,0,1,0,0,17,7,4,0,1,9,7
0,0,0,0,0,0,1,0,0,22,7,0,0,1,9,8
1,0,0,0,0,0,1,0,0,14,7,4,0,1,6,6
1,0,0,0,0,0,1,0,0,17,4,4,1,1,5,11
1,0,0,0,0,0,1,0,0,21,10,0,0,1,6,10
1,0,0,0,0,0,1,0,0,14,10,0,0,1,14,6
1,0,0,0,0,0,1,0,0,15,10,0,0,1,8,7
0,0,0,0,0,0,1,0,0,23,4,0,0,1,10,9
0,0,0,0,0,0,1,0,0,19,12,0,0,1,8,11
1,0,0,0,0,0,1,0,0,19,4,0,0,1,15,11
0,0,0,0,1,0,0,0,0,22,4,4,1,1,7,12
0,0,1,0,0,0,0,0,0,14,4,0,0,0,11,6
1,0,0,0,0,1,0,0,0,18,7,4,0,1,8,6
0,1,0,0,0,0,0,0,0,26,7,0,0,1,6,4
0,0,0,0,0,0,0,1,0,15,10,4,0,1,6,7
0,0,0,0,0,0,0,0,1,18,4,0,0,1,7,11
0,0,0,0,1,0,0,0,0,18,4,0,0,1,5,10
1,0,0,0,0,0,0,1,0,17,4,0,0,1,7,10
1,0,0,0,0,0,0,1,0,19,7,0,0,1,7,10
1,0,0,0,0,0,1,0,0,22,0,0,1,1,3,10
1,0,0,0,0,0,1,0,0,18,7,0,0,1,6,11
1,1,0,0,0,0,0,0,0,19,0,0,0,1,3,5
0,0,0,0,0,0,0,1,0,26,12,0,0,1,7,16
1,0,0,0,0,0,0,1,0,29,7,4,0,1,6,6
0,0,0,0,1,0,0,0,0,17,4,4,0,1,7,5
0,0,0,0,1,0,0,0,0,16,7,4,0,1,11,2
0,0,1,0,0,0,0,0,0,18,7,0,0,1,27,8
1,0,0,0,0,0,1,0,0,19,10,7,0,1,7,11
1,0,0,0,0,0,0,0,1,16,7,4,0,1,5,9
1,0,0,1,0,0,0,0,0,21,7,4,0,1,3,5
1,0,1,0,0,0,0,0,0,28,10,4,0,1,9,2
1,1,0,0,0,0,0,0,0,25,0,0,0,1,6,9
1,0,0,0,0,0,1,0,0,24,10,15,0,1,12,5
1,0,0,0,1,0,0,0,0,24,4,4,0,1,6,7
0,0,0,0,1,0,0,0,0,17,4,7,1,1,7,7
0,0,1,0,0,0,0,0,0,28,12,12,0,1,16,10
0,0,0,0,1,0,0,0,0,17,4,7,0,1,16,12
1,0,1,0,0,0,0,0,0,16,12,4,0,1,10,8
1,0,1,0,0,0,0,0,0,20,0,0,0,1,8,9
1,0,0,0,0,0,1,0,0,23,7,4,0,1,12,6
0,0,0,0,0,0,0,1,0,22,4,4,0,1,5,7
1,0,1,0,0,0,0,0,0,19,7,4,0,1,13,11
1,0,1,0,0,0,0,0,0,25,4,4,0,1,9,10
0,0,0,0,0,0,0,0,1,20,4,4,0,1,9,12
1,0,0,0,0,0,0,0,1,23,7,4,0,1,18,11
1,0,0,1,0,0,0,0,0,20,7,4,0,1,4,7
0,0,0,0,0,0,1,0,0,29,4,0,0,1,9,0
0,0,0,0,0,0,1,0,0,15,7,7,0,1,9,7
1,0,0,0,0,0,0,0,1,18,4,0,0,1,3,6
